"","date","province","country","lat","long","type","cases"
"382",2020-08-06,"","Georgia",42.3154,43.3569,"confirmed",9
"383",2020-08-06,"","Georgia",42.3154,43.3569,"death",0
"384",2020-08-06,"","Georgia",42.3154,43.3569,"recovered",13
"385",2020-08-05,"","Georgia",42.3154,43.3569,"confirmed",15
"386",2020-08-05,"","Georgia",42.3154,43.3569,"death",0
"387",2020-08-05,"","Georgia",42.3154,43.3569,"recovered",12
"388",2020-08-04,"","Georgia",42.3154,43.3569,"confirmed",3
"389",2020-08-04,"","Georgia",42.3154,43.3569,"death",0
"390",2020-08-04,"","Georgia",42.3154,43.3569,"recovered",3
"391",2020-08-03,"","Georgia",42.3154,43.3569,"confirmed",2
"392",2020-08-03,"","Georgia",42.3154,43.3569,"death",0
"393",2020-08-03,"","Georgia",42.3154,43.3569,"recovered",4
"394",2020-08-02,"","Georgia",42.3154,43.3569,"confirmed",6
"395",2020-08-02,"","Georgia",42.3154,43.3569,"death",0
"396",2020-08-02,"","Georgia",42.3154,43.3569,"recovered",8
"397",2020-08-01,"","Georgia",42.3154,43.3569,"confirmed",3
"398",2020-08-01,"","Georgia",42.3154,43.3569,"death",0
"399",2020-08-01,"","Georgia",42.3154,43.3569,"recovered",7
"400",2020-07-31,"","Georgia",42.3154,43.3569,"confirmed",8
"401",2020-07-31,"","Georgia",42.3154,43.3569,"death",0
"402",2020-07-31,"","Georgia",42.3154,43.3569,"recovered",5
"403",2020-07-30,"","Georgia",42.3154,43.3569,"confirmed",5
"404",2020-07-30,"","Georgia",42.3154,43.3569,"death",0
"405",2020-07-30,"","Georgia",42.3154,43.3569,"recovered",6
"406",2020-07-29,"","Georgia",42.3154,43.3569,"confirmed",10
"407",2020-07-29,"","Georgia",42.3154,43.3569,"death",1
"408",2020-07-29,"","Georgia",42.3154,43.3569,"recovered",2
"409",2020-07-28,"","Georgia",42.3154,43.3569,"confirmed",8
"410",2020-07-28,"","Georgia",42.3154,43.3569,"death",0
